"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"chemical_shift"	"multiplicity"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"ADG10003u_007"	"ADG10003u_008"	"ADG10003u_009"	"ADG10003u_010"	"ADG10003u_015"	"ADG10003u_016"	"ADG10003u_017"	"ADG10003u_021"	"ADG10003u_022"	"ADG10003u_023"	"ADG10003u_051"	"ADG10003u_052"	"ADG10003u_053"	"ADG10003u_066"	"ADG10003u_067"	"ADG10003u_071"	"ADG10003u_072"	"ADG10003u_073"	"ADG10003u_087"	"ADG10003u_088"	"ADG10003u_089"	"ADG10003u_097"	"ADG10003u_098"	"ADG10003u_112"	"ADG10003u_113"	"ADG10003u_114"	"ADG10003u_115"	"ADG10003u_116"	"ADG10003u_117"	"ADG10003u_118"	"ADG10003u_120"	"ADG10003u_151"	"ADG10003u_152"	"ADG10003u_153"	"ADG10003u_155"	"ADG10003u_156"	"ADG10003u_160"	"ADG10003u_161"	"ADG10003u_162"	"ADG10003u_166"	"ADG10003u_167"	"ADG10003u_168"	"ADG10003u_177"	"ADG10003u_178"	"ADG10003u_179"	"ADG10003u_185"	"ADG10003u_186"	"ADG10003u_187"	"ADG19007u_011"	"ADG19007u_012"	"ADG19007u_013"	"ADG19007u_014"	"ADG19007u_015"	"ADG19007u_016"	"ADG19007u_017"	"ADG19007u_071"	"ADG19007u_072"	"ADG19007u_073"	"ADG19007u_074"	"ADG19007u_075"	"ADG19007u_076"	"ADG19007u_077"	"ADG19007u_091"	"ADG19007u_092"	"ADG19007u_093"	"ADG19007u_094"	"ADG19007u_095"	"ADG19007u_096"	"ADG19007u_097"	"ADG19007u_161"	"ADG19007u_162"	"ADG19007u_163"	"ADG19007u_164"	"ADG19007u_165"	"ADG19007u_166"	"ADG19007u_167"	"ADG19007u_191"	"ADG19007u_192"	"ADG19007u_193"	"ADG19007u_194"	"ADG19007u_195"	"ADG19007u_196"	"ADG19007u_197"	"ADG19007u_241"	"ADG19007u_242"	"ADG19007u_243"	"ADG19007u_244"	"ADG19007u_245"	"ADG19007u_246"	"ADG19007u_247"	"ADG19007u_281"	"ADG19007u_282"	"ADG19007u_283"	"ADG19007u_284"	"ADG19007u_285"	"ADG19007u_286"	"ADG19007u_287"	"ADG19007u_301"	"ADG19007u_302"	"ADG19007u_303"	"ADG19007u_304"	"ADG19007u_305"	"ADG19007u_306"	"ADG19007u_307"	"ADG19007u_351"	"ADG19007u_352"	"ADG19007u_353"	"ADG19007u_354"	"ADG19007u_355"	"ADG19007u_356"	"ADG19007u_357"	"ADG19007u_401"	"ADG19007u_402"	"ADG19007u_403"	"ADG19007u_404"	"ADG19007u_405"	"ADG19007u_406"	"ADG19007u_407"	"ADG19007u_431"	"ADG19007u_432"	"ADG19007u_433"	"ADG19007u_434"	"ADG19007u_435"	"ADG19007u_436"	"ADG19007u_437"	"ADG19007u_471"	"ADG19007u_472"	"ADG19007u_473"	"ADG19007u_474"	"ADG19007u_475"	"ADG19007u_476"	"ADG19007u_477"
""	""	""	""	""	"[4.13 .. 4.17]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.66023"	"0.91275"	"0.97689"	"0.80694"	"0.96716"	"0.829"	"1.0467"	"0.93362"	"0.92381"	"0.35254"	"0.73719"	"0.7586"	"0.86721"	"0.86137"	"0.85324"	"0.63294"	"0.66969"	"0.6254"	"0.98983"	"1.0566"	"0.95344"	"0.70631"	"0.85093"	"0.9399"	"1.0234"	"0.92477"	"0.89096"	"0.82716"	"0.93111"	"0.82267"	"0.85912"	"0.98671"	"0.83455"	"0.91036"	"0.7104"	"0.79117"	"0.91977"	"0.80837"	"0.907"	"0.90421"	"1.0213"	"0.85717"	"0.94492"	"1.1304"	"0.89405"	"0.75484"	"0.94018"	"0.75714"	"0.81837"	"0.68674"	"0.79691"	"0.74287"	"0.81033"	"0.7816"	"0.73525"	"1.0261"	"0.93487"	"0.88621"	"0.73597"	"0.8224"	"0.84067"	"0.90373"	"0.87713"	"0.73715"	"0.82215"	"0.83955"	"0.84569"	"0.85113"	"0.88146"	"0.85112"	"0.79443"	"0.93248"	"0.83432"	"0.83011"	"0.85563"	"0.88636"	"0.8511"	"0.80765"	"0.84678"	"0.86359"	"0.83059"	"0.81032"	"0.86416"	"0.91725"	"0.81778"	"0.83421"	"0.86925"	"0.80962"	"0.80599"	"0.83459"	"0.91722"	"0.89822"	"0.96439"	"0.806"	"0.86704"	"0.90443"	"0.88033"	"0.79519"	"0.82759"	"0.82031"	"0.79303"	"0.7691"	"0.9269"	"0.8885"	"0.88296"	"0.81741"	"0.8896"	"0.86216"	"0.73262"	"0.82815"	"0.89249"	"0.82252"	"0.85248"	"0.81943"	"0.85689"	"0.75127"	"0.84926"	"0.82967"	"0.90791"	"0.73974"	"0.8276"	"0.78259"	"0.74604"	"0.87558"	"0.92517"	"0.95091"	"0.88174"	"0.87647"	"0.74616"	"0.84936"	"0.8395"	"0.99092"
""	""	""	""	""	"[4.17 .. 4.22]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"1.0174"	"0.99146"	"1.1097"	"0.82297"	"0.90519"	"0.98011"	"1.1822"	"1.2112"	"1.3305"	"0.26758"	"0.79607"	"1.0399"	"1.0063"	"1.184"	"0.85797"	"0.9286"	"0.98353"	"0.933"	"1.4735"	"1.3322"	"1.3817"	"1.0905"	"1.0872"	"0.8987"	"1.2357"	"0.98832"	"1.3354"	"1.1693"	"1.2357"	"1.1041"	"1.4337"	"1.3166"	"1.228"	"1.3753"	"1.0274"	"1.2176"	"1.4356"	"1.2239"	"1.0697"	"1.2961"	"1.8171"	"1.3121"	"1.3136"	"1.2077"	"1.1698"	"1.1933"	"1.4642"	"1.4672"	"1.0096"	"0.91318"	"1.0975"	"1.2257"	"1.0613"	"0.97571"	"1.0029"	"1.1611"	"1.1546"	"1.2266"	"1.0024"	"1.2718"	"1.2182"	"1.1107"	"1.1364"	"0.96501"	"1.1274"	"1.1018"	"0.98821"	"1.0559"	"1.1701"	"0.85154"	"0.82101"	"0.97636"	"1.0334"	"0.91636"	"0.93341"	"1.0186"	"0.98436"	"1.0237"	"1.0279"	"0.90873"	"0.87638"	"0.97185"	"0.97131"	"1.19"	"0.97021"	"1.1069"	"1.1585"	"0.97118"	"1.1221"	"0.85356"	"1.0997"	"1.0272"	"1.192"	"0.96376"	"0.99598"	"1.1085"	"1.2171"	"1.0637"	"1.0814"	"1.1168"	"1.0188"	"0.86066"	"1.1524"	"1.1802"	"1.1693"	"1.3542"	"1.568"	"1.4077"	"1.3067"	"1.5009"	"0.88751"	"0.92173"	"1.0046"	"1.0626"	"1.2777"	"0.93538"	"1.0876"	"1.1437"	"1.2302"	"0.93744"	"1.169"	"1.0046"	"0.92197"	"1.1417"	"1.3972"	"1.2805"	"1.1328"	"1.1682"	"0.9287"	"0.90241"	"1.0392"	"1.0907"
""	""	""	""	""	"[4.22 .. 4.24]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.1686"	"0.17313"	"0.19536"	"0.16129"	"0.11948"	"0.16739"	"0.2076"	"0.23972"	"0.16774"	"0"	"0.10923"	"0.13694"	"0.12583"	"0.14262"	"0.1241"	"0.10776"	"0.13141"	"0.12179"	"0.14417"	"0.1578"	"0.12938"	"0.13081"	"0.2076"	"0.1323"	"0.15341"	"0.15701"	"0.21673"	"0.17916"	"0.20248"	"0.14801"	"0.20515"	"0.16981"	"0.18311"	"0.17757"	"0.14442"	"0.20503"	"0.15625"	"0.14671"	"0.15114"	"0.25677"	"0.20576"	"0.13902"	"0.12634"	"0.14331"	"0.11618"	"0.13785"	"0.18469"	"0.13365"	"0.16257"	"0.1078"	"0.15805"	"0.15808"	"0.14579"	"0.14873"	"0.15183"	"0.20863"	"0.1777"	"0.203"	"0.12574"	"0.1292"	"0.16748"	"0.17555"	"0.15966"	"0.10965"	"0.13387"	"0.15878"	"0.17041"	"0.14496"	"0.1707"	"0.15049"	"0.14543"	"0.17978"	"0.16025"	"0.15089"	"0.1714"	"0.14148"	"0.16653"	"0.14596"	"0.16687"	"0.15791"	"0.13427"	"0.12193"	"0.1734"	"0.17396"	"0.17396"	"0.17482"	"0.18337"	"0.13852"	"0.13523"	"0.12179"	"0.18319"	"0.17102"	"0.19695"	"0.14943"	"0.14796"	"0.17541"	"0.18014"	"0.15111"	"0.16994"	"0.15924"	"0.17319"	"0.15707"	"0.18575"	"0.18813"	"0.16231"	"0.14672"	"0.15912"	"0.16108"	"0.1351"	"0.14547"	"0.15989"	"0.18478"	"0.17863"	"0.1944"	"0.20374"	"0.13229"	"0.19117"	"0.13226"	"0.20316"	"0.12254"	"0.17363"	"0.16393"	"0.14092"	"0.17272"	"0.21316"	"0.19936"	"0.13435"	"0.16494"	"0.12575"	"0.1359"	"0.14989"	"0.13728"
"CHEBI:16704"	"C9H12N2O6"	"C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O"	"InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1"	"uridine"	"[4.24 .. 4.27]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	"3:medium reliability"	""	""	""	""	""	""	"0.2629"	"0.43299"	"0.38561"	"0.4117"	"0.31851"	"0.35628"	"0.41085"	"0.43409"	"0.31294"	"0"	"0.21627"	"0.29192"	"0.33942"	"0.26792"	"0.26783"	"0.19777"	"0.20596"	"0.18931"	"0.29756"	"0.3266"	"0.28164"	"0.23177"	"0.31073"	"0.25124"	"0.31736"	"0.2768"	"0.32012"	"0.31532"	"0.34405"	"0.29144"	"0.33903"	"0.34082"	"0.35383"	"0.35606"	"0.26266"	"0.33789"	"0.27626"	"0.26349"	"0.28943"	"0.43836"	"0.34489"	"0.26018"	"0.29803"	"0.38526"	"0.26091"	"0.26414"	"0.34731"	"0.27277"	"0.34395"	"0.2621"	"0.2901"	"0.30466"	"0.34557"	"0.30446"	"0.26872"	"0.43249"	"0.39583"	"0.41688"	"0.31785"	"0.33621"	"0.3528"	"0.34006"	"0.34127"	"0.28578"	"0.2702"	"0.34391"	"0.39324"	"0.29889"	"0.32837"	"0.28891"	"0.30542"	"0.33037"	"0.29012"	"0.30033"	"0.32109"	"0.29698"	"0.32342"	"0.31955"	"0.31899"	"0.28497"	"0.27368"	"0.26719"	"0.30286"	"0.38962"	"0.40388"	"0.38653"	"0.34899"	"0.33208"	"0.29612"	"0.26877"	"0.33618"	"0.31963"	"0.33091"	"0.27898"	"0.28634"	"0.30394"	"0.29788"	"0.30105"	"0.33471"	"0.32719"	"0.2872"	"0.34126"	"0.35266"	"0.32987"	"0.31742"	"0.31362"	"0.34482"	"0.31172"	"0.29102"	"0.30838"	"0.31309"	"0.35264"	"0.35916"	"0.37433"	"0.39121"	"0.29956"	"0.38303"	"0.29816"	"0.38371"	"0.31888"	"0.33173"	"0.32049"	"0.30933"	"0.33137"	"0.32376"	"0.38301"	"0.30213"	"0.30099"	"0.23231"	"0.26097"	"0.27305"	"0.27514"
"CHEBI:16704"	"C9H12N2O6"	"C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O"	"InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1"	"uridine"	"[4.27 .. 4.32]"	"?"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	"3:medium reliability"	""	""	""	""	""	""	"0.49519"	"0.5674"	"0.67249"	"0.54347"	"0.46234"	"0.53892"	"0.67228"	"0.78626"	"0.59663"	"0"	"0.45609"	"0.54342"	"0.58637"	"0.5741"	"0.54469"	"0.41218"	"0.54283"	"0.40475"	"0.53265"	"0.58936"	"0.54469"	"0.50342"	"0.52718"	"0.57145"	"0.63598"	"0.58688"	"0.61042"	"0.63326"	"0.66457"	"0.57183"	"0.60819"	"0.65484"	"0.63971"	"0.59224"	"0.52263"	"0.6597"	"0.65042"	"0.58487"	"0.60447"	"0.54313"	"0.51557"	"0.55314"	"0.52183"	"0.56135"	"0.49475"	"0.523"	"0.57764"	"0.4795"	"0.62309"	"0.52612"	"0.56763"	"0.59119"	"0.6"	"0.58219"	"0.59833"	"0.6335"	"0.55892"	"0.59966"	"0.43281"	"0.46103"	"0.58554"	"0.49806"	"0.56335"	"0.36849"	"0.5228"	"0.55546"	"0.64745"	"0.53027"	"0.69676"	"0.44649"	"0.51374"	"0.53383"	"0.49252"	"0.52319"	"0.53816"	"0.54689"	"0.57792"	"0.553"	"0.61982"	"0.49406"	"0.46354"	"0.47536"	"0.5833"	"0.67048"	"0.60244"	"0.64561"	"0.64146"	"0.55056"	"0.5778"	"0.49192"	"0.69868"	"0.69648"	"0.76149"	"0.54958"	"0.56373"	"0.62495"	"0.67866"	"0.55885"	"0.64376"	"0.62272"	"0.5537"	"0.52035"	"0.70173"	"0.69823"	"0.50363"	"0.46378"	"0.5654"	"0.51632"	"0.43717"	"0.53475"	"0.57923"	"0.61181"	"0.67219"	"0.63437"	"0.67454"	"0.54314"	"0.6267"	"0.58878"	"0.70718"	"0.56307"	"0.66251"	"0.63702"	"0.58623"	"0.67026"	"0.68653"	"0.61966"	"0.52822"	"0.51122"	"0.38767"	"0.42556"	"0.48333"	"0.49499"
"CHEBI:15595"	"C4H4O5-2"	"C(C(C(=O)[O-])O)C(=O)[O-]"	"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"	"malate"	"[4.27 .. 4.32]"	"dd 4.31"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	"4:good reliability"	""	""	""	""	""	""	"0.49519"	"0.5674"	"0.67249"	"0.54347"	"0.46234"	"0.53892"	"0.67228"	"0.78626"	"0.59663"	"0"	"0.45609"	"0.54342"	"0.58637"	"0.5741"	"0.54469"	"0.41218"	"0.54283"	"0.40475"	"0.53265"	"0.58936"	"0.54469"	"0.50342"	"0.52718"	"0.57145"	"0.63598"	"0.58688"	"0.61042"	"0.63326"	"0.66457"	"0.57183"	"0.60819"	"0.65484"	"0.63971"	"0.59224"	"0.52263"	"0.6597"	"0.65042"	"0.58487"	"0.60447"	"0.54313"	"0.51557"	"0.55314"	"0.52183"	"0.56135"	"0.49475"	"0.523"	"0.57764"	"0.4795"	"0.62309"	"0.52612"	"0.56763"	"0.59119"	"0.6"	"0.58219"	"0.59833"	"0.6335"	"0.55892"	"0.59966"	"0.43281"	"0.46103"	"0.58554"	"0.49806"	"0.56335"	"0.36849"	"0.5228"	"0.55546"	"0.64745"	"0.53027"	"0.69676"	"0.44649"	"0.51374"	"0.53383"	"0.49252"	"0.52319"	"0.53816"	"0.54689"	"0.57792"	"0.553"	"0.61982"	"0.49406"	"0.46354"	"0.47536"	"0.5833"	"0.67048"	"0.60244"	"0.64561"	"0.64146"	"0.55056"	"0.5778"	"0.49192"	"0.69868"	"0.69648"	"0.76149"	"0.54958"	"0.56373"	"0.62495"	"0.67866"	"0.55885"	"0.64376"	"0.62272"	"0.5537"	"0.52035"	"0.70173"	"0.69823"	"0.50363"	"0.46378"	"0.5654"	"0.51632"	"0.43717"	"0.53475"	"0.57923"	"0.61181"	"0.67219"	"0.63437"	"0.67454"	"0.54314"	"0.6267"	"0.58878"	"0.70718"	"0.56307"	"0.66251"	"0.63702"	"0.58623"	"0.67026"	"0.68653"	"0.61966"	"0.52822"	"0.51122"	"0.38767"	"0.42556"	"0.48333"	"0.49499"
""	""	""	""	""	"[4.32 .. 4.37]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.44043"	"0.43652"	"0.47447"	"0.39859"	"0.33573"	"0.46185"	"0.53408"	"0.6551"	"0.37073"	"0"	"0.33101"	"0.42807"	"0.38407"	"0.44569"	"0.38063"	"0.31809"	"0.40652"	"0.34354"	"0.38018"	"0.52346"	"0.37884"	"0.38096"	"0.45003"	"0.3659"	"0.51023"	"0.55684"	"0.50185"	"0.40871"	"0.45511"	"0.426"	"0.55905"	"0.43771"	"0.53648"	"0.5102"	"0.42038"	"0.53287"	"0.41543"	"0.38982"	"0.39397"	"0.46685"	"0.50094"	"0.42015"	"0.35611"	"0.49044"	"0.35841"	"0.33749"	"0.40001"	"0.36732"	"0.49763"	"0.3235"	"0.41796"	"0.36962"	"0.35475"	"0.3877"	"0.40259"	"0.90133"	"0.49397"	"0.4611"	"0.36539"	"0.32602"	"0.44758"	"0.83677"	"0.47871"	"0.38498"	"0.36704"	"0.39581"	"0.4823"	"0.38773"	"0.53415"	"0.45756"	"0.41669"	"0.46221"	"0.40029"	"0.37125"	"0.42539"	"0.45124"	"0.40141"	"0.37585"	"0.4304"	"0.37594"	"0.33797"	"0.33514"	"0.47196"	"0.48489"	"0.49713"	"0.50346"	"0.45571"	"0.36977"	"0.41156"	"0.39713"	"0.47927"	"0.48314"	"0.53912"	"0.38884"	"0.42882"	"0.51088"	"0.46151"	"0.43487"	"0.5028"	"0.49522"	"0.45037"	"0.4197"	"0.55277"	"0.5423"	"0.39462"	"0.41623"	"0.45334"	"0.42799"	"0.33491"	"0.9003"	"0.39243"	"0.72908"	"0.51188"	"0.46497"	"0.61034"	"0.39014"	"0.69699"	"0.40607"	"0.84318"	"0.43159"	"0.50171"	"0.45067"	"0.43409"	"0.50555"	"0.54083"	"0.92404"	"0.38968"	"0.40125"	"0.32977"	"0.36107"	"0.40939"	"0.34731"
""	""	""	""	""	"[4.37 .. 4.41]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.36563"	"0.3088"	"0.37579"	"0.27917"	"0.22066"	"0.32159"	"0.36321"	"0.62003"	"0.30068"	"0"	"0.25178"	"0.29179"	"0.29722"	"0.37417"	"0.32224"	"0.26007"	"0.27089"	"0.28407"	"0.31082"	"0.29554"	"0.29612"	"0.29026"	"0.41249"	"0.33406"	"0.34659"	"0.3619"	"0.36623"	"0.34128"	"0.39731"	"0.31813"	"0.44374"	"0.37627"	"0.44509"	"0.4009"	"0.27412"	"0.29822"	"0.31248"	"0.26611"	"0.26824"	"0.54463"	"0.39147"	"0.35083"	"0.28873"	"0.3361"	"0.30516"	"0.31498"	"0.35621"	"0.30299"	"0.31221"	"0.21388"	"0.33064"	"0.28552"	"0.25224"	"0.31855"	"0.27912"	"0.3732"	"0.33278"	"0.37755"	"0.28561"	"0.28744"	"0.46393"	"0.36741"	"0.45099"	"0.40273"	"0.45202"	"0.33017"	"0.44662"	"0.36227"	"0.46793"	"0.30846"	"0.2897"	"0.46277"	"0.3442"	"0.29432"	"0.43548"	"0.3243"	"0.32375"	"0.28783"	"0.33309"	"0.34834"	"0.33389"	"0.37154"	"0.42825"	"0.3112"	"0.36073"	"0.37142"	"0.35218"	"0.23754"	"0.38526"	"0.28399"	"0.36845"	"0.36838"	"0.40316"	"0.32546"	"0.38387"	"0.43951"	"0.37484"	"0.32373"	"0.37399"	"0.38689"	"0.36976"	"0.33208"	"0.45226"	"0.35356"	"0.31691"	"0.34075"	"0.38022"	"0.36749"	"0.26137"	"0.34903"	"0.32759"	"0.33069"	"0.3878"	"0.35358"	"0.37107"	"0.26202"	"0.31219"	"0.29096"	"0.37088"	"0.27069"	"0.3433"	"0.35163"	"0.35302"	"0.39469"	"0.34488"	"0.35782"	"0.2889"	"0.37756"	"0.3353"	"0.32231"	"0.36745"	"0.28945"
"HMDB03152"	"C7H8N2O"	"CNC(=O)C1=CN=CC=C1"	"InChI=1S/C7H8N2O/c1-8-7(10)6-3-2-4-9-5-6/h2-5H,1H3,(H,8,10)"	"n-methylnicotinamide"	"[4.41 .. 4.45]"	"s 4.44"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	"4:good reliability"	""	""	""	""	""	""	"0.64069"	"0.61578"	"0.8541"	"0.57053"	"0.28805"	"0.41448"	"0.4"	"0.81536"	"0.3795"	"0"	"0.41355"	"0.39631"	"0.39444"	"0.67276"	"0.46137"	"0.31841"	"0.25097"	"0.24887"	"0.35544"	"0.35157"	"0.302"	"0.31119"	"0.6334"	"0.93237"	"0.42234"	"1.2143"	"0.56951"	"0.52763"	"0.66692"	"0.56265"	"0.82501"	"0.50209"	"0.43933"	"0.49287"	"0.35198"	"0.41321"	"0.366"	"0.34111"	"0.39914"	"0.35011"	"0.31842"	"0.70899"	"0.35143"	"0.46876"	"0.42503"	"0.29322"	"0.39623"	"0.34872"	"0.49212"	"0.32039"	"0.75326"	"0.3245"	"0.41781"	"0.76741"	"0.4061"	"0.96709"	"0.53648"	"0.50764"	"1.044"	"0.76959"	"1.1096"	"1.262"	"0.70047"	"0.43322"	"1.1323"	"0.56823"	"0.46694"	"0.99306"	"0.80759"	"1.5251"	"0.69083"	"1.5678"	"1.3942"	"0.62126"	"1.3334"	"0.40881"	"0.63666"	"0.46901"	"0.45331"	"1.8532"	"1.3028"	"1.1825"	"0.7737"	"0.50523"	"0.41119"	"0.4871"	"0.59128"	"0.30846"	"0.99401"	"0.80227"	"0.47399"	"0.44476"	"0.45182"	"0.7857"	"0.72707"	"1.0741"	"0.44383"	"0.97874"	"0.63623"	"1.0538"	"1.4084"	"0.83236"	"1.0354"	"0.34405"	"0.86028"	"0.48744"	"0.52027"	"1.3516"	"0.62249"	"0.54472"	"0.48726"	"0.48126"	"0.45673"	"0.47039"	"0.50281"	"0.35572"	"0.47556"	"0.36432"	"0.51302"	"0.37685"	"0.43393"	"0.40688"	"0.43464"	"0.48565"	"0.434"	"0.54354"	"0.45047"	"1.3185"	"1.6682"	"1.259"	"1.3616"	"0.46856"
"HMDB03152"	"C7H8N2O"	"CNC(=O)C1=CN=CC=C1"	"InChI=1S/C7H8N2O/c1-8-7(10)6-3-2-4-9-5-6/h2-5H,1H3,(H,8,10)"	"n-methylnicotinamide"	"[4.45 .. 4.51]"	"s 4.48"	"NEWT:9606"	"Homo sapiens (Human)"	""	""	"4:good reliability"	""	""	""	""	""	""	"0.38044"	"0.36518"	"0.45157"	"0.33185"	"0.35733"	"0.38269"	"0.4573"	"0.85755"	"0.41196"	"0"	"0.36431"	"0.43807"	"0.4724"	"0.3894"	"0.39144"	"0.29787"	"0.30083"	"0.29881"	"0.37649"	"0.4196"	"0.34919"	"0.42879"	"0.54139"	"0.36872"	"0.56274"	"0.5466"	"0.41647"	"0.40659"	"0.45343"	"0.45522"	"0.68442"	"0.41706"	"0.45022"	"0.41369"	"0.30748"	"0.47553"	"0.39413"	"0.3595"	"0.37316"	"0.74646"	"0.59649"	"0.39469"	"0.40396"	"0.41698"	"0.3538"	"0.34804"	"0.40822"	"0.36955"	"0.39214"	"0.309"	"0.38193"	"0.43284"	"0.53451"	"0.40249"	"0.40583"	"0.45242"	"0.35522"	"0.45125"	"0.27538"	"0.31358"	"0.4713"	"0.43671"	"0.39463"	"0.46647"	"0.37664"	"0.38689"	"0.51469"	"0.36459"	"0.57829"	"0.34231"	"0.37859"	"0.40461"	"0.40688"	"0.38315"	"0.41478"	"0.90964"	"0.45712"	"0.45046"	"0.47059"	"0.40961"	"0.38996"	"0.39051"	"0.42157"	"0.45545"	"0.45859"	"0.44962"	"0.44754"	"0.34519"	"0.37052"	"0.35372"	"0.48987"	"0.47979"	"0.50455"	"0.42241"	"0.39855"	"0.44729"	"0.54092"	"0.38224"	"0.50817"	"0.43001"	"0.38257"	"0.36518"	"0.45584"	"0.47668"	"0.38691"	"0.42145"	"0.46566"	"0.42428"	"0.3025"	"0.40736"	"0.51546"	"0.40809"	"0.47367"	"0.42299"	"0.47292"	"0.3524"	"0.32569"	"0.41847"	"0.55726"	"0.49402"	"0.47518"	"0.46055"	"0.45415"	"0.46333"	"0.48514"	"0.43264"	"0.37755"	"0.35249"	"0.26963"	"0.37154"	"0.36456"	"0.46484"
""	""	""	""	""	"[4.85 .. 4.90]"	""	"NEWT:9606"	"Homo sapiens (Human)"	""	""	""	""	""	""	""	""	""	"0.061561"	"0.063538"	"0.054043"	"0.034228"	"0.031046"	"0.13663"	"0.040484"	"0"	"0.044935"	"3.0036"	"0.023109"	"0.050825"	"0.031135"	"0.019738"	"0.031736"	"0.041627"	"0.040621"	"0.034401"	"0.020207"	"0.034724"	"0.023831"	"0.044688"	"0.066321"	"0.038697"	"0.024226"	"0.031184"	"0.060254"	"0.075638"	"0.047006"	"0.031046"	"0.049067"	"0.0054877"	"0"	"0"	"0.037424"	"0.046834"	"0.035847"	"0.038467"	"0.025307"	"0.041514"	"0.060636"	"0.042089"	"0.042951"	"0.059497"	"0.031278"	"0.025022"	"0.058512"	"0"	"0.079749"	"0"	"0.083541"	"0.0024295"	"0"	"0.070566"	"0.03663"	"0.044029"	"0.050377"	"0.078379"	"0.16398"	"0.11574"	"0"	"0.088986"	"0"	"0"	"0.069452"	"0"	"0"	"0.027935"	"0"	"0.031228"	"0"	"0.055793"	"0.14919"	"0.028365"	"0.14684"	"0.042252"	"0.028254"	"0.031371"	"0"	"0.064794"	"0.04401"	"0.044563"	"0.042563"	"0.0036452"	"0"	"0"	"0.03335"	"0.18525"	"0.057706"	"0.017389"	"0.027581"	"0.054144"	"0.045302"	"7.79E-4"	"0.03686"	"0.024556"	"0.071664"	"0.075028"	"0.025188"	"0.050556"	"0.077654"	"0"	"0.051154"	"0.039457"	"0.026631"	"0.53967"	"0"	"0.040664"	"0.091727"	"0.10846"	"0.020016"	"0.027794"	"0"	"0"	"0.046515"	"0.031908"	"0.0064715"	"0.0041053"	"0.047398"	"0.073743"	"0.029595"	"0.02981"	"0"	"0.073192"	"0.028476"	"0.061063"	"0"	"0.043221"	"0.044856"	"0"	"0.099636"	"0.034601"
